client_id,client_name,region,contract_type,consumption_kwh,billing_date,co2_emissions,cost_per_kwh,total_cost,renewable_energy_percentage,estacion,consumption_outlier,co2_emissions_outlier,cost_per_kwh_outlier,total_cost_outlier,renewable_energy_percentage_outlier,meses
3187,thompson llc,este,residencial,1115.0,2024-06-02,327.91,0.2,223.0,12.0,Verano,False,False,False,False,False,6
3188,gutierrez llc,oeste,comercial,2178.0,2024-07-19,260.7,0.19,413.82,13.0,Verano,False,False,False,False,False,7
3189,"ross, hunt and hernandez",este,comercial,5824.0,2024-05-17,1790.9,0.15,873.6,68.0,Primavera,False,False,False,False,False,5
3190,"smith, turner and crawford",sur,comercial,7949.0,2024-03-30,1262.22,0.14,1112.86,22.0,Primavera,False,False,False,False,False,3
3191,vang-hayes,norte,residencial,3415.0,2024-09-03,317.8,0.15,512.25,42.0,Otoño,False,False,False,False,False,9
3192,sherman llc,sur,comercial,7548.0,2024-10-25,1513.15,0.21,1585.08,20.0,Otoño,False,False,False,False,False,10
3193,moore-williams,sur,residencial,2823.0,2024-02-03,1313.02,0.23,649.2900000000001,59.0,Invierno,False,False,False,False,False,2
3194,rodriguez plc,centro,comercial,6754.0,2024-06-22,674.85,0.13,878.02,65.0,Verano,False,False,False,False,False,6
3195,booker-dorsey,norte,comercial,7915.0,2024-05-27,568.96,0.22,1741.3,91.0,Primavera,False,False,False,False,False,5
3196,"liu, peterson and washington",centro,comercial,7621.0,2024-08-29,313.42,0.21,1600.41,97.0,Verano,False,False,False,False,False,8
3197,"james, mccullough and west",norte,residencial,3583.0,2024-03-03,1167.77,0.1,358.3,32.0,Primavera,False,False,False,False,False,3
3198,"dillon, armstrong and fisher",centro,comercial,4534.0,2024-08-25,601.4,0.15,680.1,31.0,Verano,False,False,False,False,False,8
3199,"cain, nguyen and beasley",este,comercial,1980.0,2024-09-30,1289.26,0.15,297.0,37.0,Otoño,False,False,False,False,False,9
3200,mcfarland and sons,norte,comercial,566.0,2024-06-21,140.14,0.16,90.56,78.0,Verano,False,False,False,False,False,6
3201,"turner, wagner and mcpherson",norte,comercial,1899.0,2024-05-16,682.96,0.19,360.81,85.0,Primavera,False,False,False,False,False,5
3202,"duran, higgins and morales",centro,residencial,5624.0,2024-04-15,748.41,0.12,674.88,96.0,Primavera,False,False,False,False,False,4
3203,hart-aguilar,norte,residencial,9104.0,2024-10-27,1420.47,0.11,1001.44,78.0,Otoño,False,False,False,False,False,10
3204,"hughes, lopez and ramirez",oeste,comercial,6002.0,2024-09-01,1252.77,0.17,1020.34,19.0,Otoño,False,False,False,False,False,9
3205,"whitaker, wade and alvarez",norte,comercial,9345.0,2024-09-13,912.69,0.23,2149.35,10.0,Otoño,False,False,False,False,False,9
3206,porter-mccullough,oeste,residencial,8560.0,2024-10-12,1118.63,0.14,1198.4,54.0,Otoño,False,False,False,False,False,10
3207,zavala ltd,norte,comercial,7578.0,2024-01-23,1439.22,0.17,1288.26,46.0,Invierno,False,False,False,False,False,1
3208,white-gilbert,este,residencial,4505.0,2024-05-03,1861.23,0.18,810.9,17.0,Primavera,False,False,False,False,False,5
3209,shaffer-ross,este,comercial,3770.0,2024-08-15,919.16,0.18,678.6,91.0,Verano,False,False,False,False,False,8
3210,"rosales, ellison and henry",centro,comercial,6655.0,2024-07-02,239.44,0.23,1530.65,37.0,Verano,False,False,False,False,False,7
3211,bright and sons,norte,residencial,3376.0,2024-11-06,624.24,0.12,405.12,13.0,Otoño,False,False,False,False,False,11
3212,aguilar and sons,este,residencial,4287.0,2024-06-03,1399.17,0.12,514.4399999999999,84.0,Verano,False,False,False,False,False,6
3213,johnson-gay,norte,residencial,6602.0,2024-09-02,1621.24,0.15,990.3,53.0,Otoño,False,False,False,False,False,9
3214,levine-carr,oeste,residencial,7862.0,2024-08-25,1202.18,0.12,943.44,46.0,Verano,False,False,False,False,False,8
3215,"hanson, fisher and johnson",centro,comercial,8471.0,2024-06-20,96.21,0.21,1778.91,8.0,Verano,False,False,False,False,False,6
3216,charles inc,norte,residencial,6070.0,2024-07-28,1187.8,0.15,910.5,36.0,Verano,False,False,False,False,False,7
3217,"jones, robertson and wilson",centro,residencial,1923.0,2024-02-25,146.55,0.2,384.6,47.0,Invierno,False,False,False,False,False,2
3218,trujillo group,sur,residencial,1438.0,2024-05-13,1727.36,0.15,215.7,50.0,Primavera,False,False,False,False,False,5
3219,"dillon, leonard and wright",oeste,residencial,5554.0,2024-04-11,573.83,0.24,1332.96,14.0,Primavera,False,False,False,False,False,4
3220,"white, kelly and reese",norte,comercial,5197.0,2024-06-30,1206.07,0.19,987.43,64.0,Verano,False,False,False,False,False,6
3221,"shelton, griffith and hood",centro,comercial,117.0,2024-09-29,1295.41,0.17,19.89,60.0,Otoño,False,False,False,False,False,9
3222,evans llc,centro,comercial,4645.0,2024-07-05,1605.49,0.21,975.45,19.0,Verano,False,False,False,False,False,7
3223,vasquez plc,centro,comercial,4953.0,2024-05-26,863.0,0.25,1238.25,43.0,Primavera,False,False,False,False,False,5
3224,bell llc,centro,residencial,3064.0,2024-11-03,1429.82,0.2,612.8000000000001,51.0,Otoño,False,False,False,False,False,11
3225,"cox, townsend and fernandez",centro,comercial,1059.0,2024-08-16,346.69,0.24,254.16,91.0,Verano,False,False,False,False,False,8
3226,montoya llc,norte,residencial,2933.0,2024-06-26,1479.9,0.23,674.59,71.0,Verano,False,False,False,False,False,6
3227,wilson-dominguez,norte,comercial,170.0,2024-02-08,1318.05,0.13,22.1,32.0,Invierno,False,False,False,False,False,2
3228,diaz-fox,este,comercial,6669.0,2024-05-25,1688.63,0.2,1333.8000000000002,8.0,Primavera,False,False,False,False,False,5
3229,spencer-harris,oeste,residencial,4080.0,2024-04-11,1883.31,0.11,448.8,92.0,Primavera,False,False,False,False,False,4
3230,johnson inc,norte,residencial,1421.0,2024-11-01,1339.01,0.24,341.04,53.0,Otoño,False,False,False,False,False,11
3231,"frazier, wilson and white",sur,residencial,6559.0,2024-10-04,1562.47,0.22,1442.98,99.0,Otoño,False,False,False,False,False,10
3232,roach-adams,oeste,comercial,5008.0,2024-07-19,613.58,0.1,500.8,28.0,Verano,False,False,False,False,False,7
3233,"brady, mcfarland and dixon",este,comercial,7248.0,2024-10-19,1494.96,0.21,1522.08,10.0,Otoño,False,False,False,False,False,10
3234,owens ltd,este,comercial,9130.0,2024-04-10,1250.11,0.18,1643.4,92.0,Primavera,False,False,False,False,False,4
3235,stevenson-fischer,norte,comercial,2671.0,2024-08-11,107.49,0.22,587.62,61.0,Verano,False,False,False,False,False,8
3236,hawkins-steele,este,residencial,6669.0,2024-10-11,926.13,0.13,866.97,15.0,Otoño,False,False,False,False,False,10
3237,harper-monroe,norte,residencial,9496.0,2024-04-23,490.41,0.23,2184.08,62.0,Primavera,False,False,False,False,False,4
3238,patterson-banks,centro,comercial,471.0,2024-02-09,1319.1,0.21,98.91,12.0,Invierno,False,False,False,False,False,2
3239,"owens, elliott and smith",centro,residencial,4436.0,2024-03-26,1624.34,0.18,798.48,1.0,Primavera,False,False,False,False,False,3
3240,wall-potter,norte,comercial,4887.0,2024-10-18,1897.59,0.23,1124.01,66.0,Otoño,False,False,False,False,False,10
3241,curry and sons,oeste,residencial,8635.0,2024-07-16,1795.2,0.22,1899.7,63.0,Verano,False,False,False,False,False,7
3242,hill-russell,este,comercial,7981.0,2024-09-04,793.42,0.12,957.72,77.0,Otoño,False,False,False,False,False,9
3243,white-stanley,este,comercial,3911.0,2024-07-27,1483.54,0.14,547.5400000000001,47.0,Verano,False,False,False,False,False,7
3244,"dominguez, shepard and sullivan",sur,residencial,2912.0,2024-07-24,1467.85,0.18,524.16,2.0,Verano,False,False,False,False,False,7
3245,jimenez-patton,norte,residencial,1618.0,2024-10-19,1511.04,0.2,323.6,6.0,Otoño,False,False,False,False,False,10
3246,saunders group,este,comercial,2759.0,2024-07-08,940.84,0.22,606.98,46.0,Verano,False,False,False,False,False,7
3247,mccormick plc,este,comercial,2950.0,2024-08-11,724.42,0.22,649.0,28.0,Verano,False,False,False,False,False,8
3248,"brown, molina and smith",oeste,residencial,6564.0,2024-07-06,945.79,0.22,1444.08,74.0,Verano,False,False,False,False,False,7
3249,lee plc,norte,residencial,3707.0,2024-05-23,364.22,0.13,481.91,29.0,Primavera,False,False,False,False,False,5
3250,hamilton-medina,centro,residencial,5985.0,2024-04-21,1625.46,0.25,1496.25,95.0,Primavera,False,False,False,False,False,4
3251,"rush, snow and avila",este,residencial,6842.0,2024-08-13,1763.93,0.16,1094.72,56.0,Verano,False,False,False,False,False,8
3252,dyer-smith,norte,residencial,2955.0,2024-05-20,868.38,0.2,591.0,95.0,Primavera,False,False,False,False,False,5
3253,diaz and sons,sur,comercial,7520.0,2024-09-17,184.37,0.24,1804.8,70.0,Otoño,False,False,False,False,False,9
3254,lewis plc,norte,residencial,2108.0,2024-07-11,1157.03,0.13,274.04,16.0,Verano,False,False,False,False,False,7
3255,haas-fleming,norte,comercial,7193.0,2024-06-12,802.0,0.14,1007.02,21.0,Verano,False,False,False,False,False,6
3256,"powell, oliver and freeman",norte,comercial,3934.0,2024-01-02,1118.76,0.19,747.46,12.0,Invierno,False,False,False,False,False,1
3257,garner-jackson,oeste,residencial,470.0,2024-04-11,1596.04,0.18,84.6,66.0,Primavera,False,False,False,False,False,4
3258,jones group,centro,residencial,6404.0,2024-02-26,1374.42,0.21,1344.84,3.0,Invierno,False,False,False,False,False,2
3259,daniels and sons,sur,comercial,229.0,2024-10-11,272.55,0.19,43.51,5.0,Otoño,False,False,False,False,False,10
3260,green inc,centro,comercial,2101.0,2024-07-09,1416.99,0.11,231.11,67.0,Verano,False,False,False,False,False,7
3261,hicks-williams,este,comercial,4507.0,2024-07-22,863.11,0.23,1036.61,28.0,Verano,False,False,False,False,False,7
3262,"powers, white and johnson",norte,comercial,7865.0,2024-03-08,1084.18,0.17,1337.0500000000002,65.0,Primavera,False,False,False,False,False,3
3263,"horton, barnett and terry",centro,comercial,8690.0,2024-04-06,1503.84,0.22,1911.8,54.0,Primavera,False,False,False,False,False,4
3264,henson-young,centro,comercial,6230.0,2024-02-14,1646.97,0.23,1432.9,24.0,Invierno,False,False,False,False,False,2
3265,evans-schmidt,este,residencial,2318.0,2024-08-03,1837.27,0.2,463.6,42.0,Verano,False,False,False,False,False,8
3266,harrison-myers,norte,residencial,6953.0,2024-07-10,1904.29,0.12,834.36,65.0,Verano,False,False,False,False,False,7
3267,hughes plc,norte,residencial,8907.0,2024-02-05,516.41,0.23,2048.61,91.0,Invierno,False,False,False,False,False,2
3268,allen group,centro,residencial,9143.0,2024-09-14,622.68,0.1,914.3,31.0,Otoño,False,False,False,False,False,9
3269,cannon inc,sur,comercial,8832.0,2024-01-19,738.08,0.21,1854.72,24.0,Invierno,False,False,False,False,False,1
3270,schroeder-chambers,centro,comercial,2813.0,2024-06-07,1520.23,0.13,365.69,31.0,Verano,False,False,False,False,False,6
3271,hancock-alexander,norte,comercial,2737.0,2024-09-29,1473.23,0.14,383.18000000000006,17.0,Otoño,False,False,False,False,False,9
3272,baker-espinoza,sur,residencial,2684.0,2024-04-21,1894.57,0.17,456.28,28.0,Primavera,False,False,False,False,False,4
3273,"moran, hall and greene",oeste,comercial,4730.0,2024-03-11,1919.89,0.14,662.2,40.0,Primavera,False,False,False,False,False,3
3274,orozco-sanders,norte,residencial,665.0,2024-02-09,1941.48,0.22,146.3,43.0,Invierno,False,False,False,False,False,2
3275,byrd and sons,sur,residencial,830.0,2024-02-26,357.76,0.25,207.5,68.0,Invierno,False,False,False,False,False,2
3276,"jones, jones and ross",sur,residencial,8950.0,2024-05-25,177.59,0.18,1611.0,38.0,Primavera,False,False,False,False,False,5
3277,"page, young and vasquez",este,residencial,3841.0,2024-01-04,1610.43,0.19,729.79,93.0,Invierno,False,False,False,False,False,1
3278,"bean, schmidt and moreno",norte,comercial,3227.0,2024-02-24,618.01,0.21,677.67,77.0,Invierno,False,False,False,False,False,2
3279,johnson-good,centro,comercial,7076.0,2024-04-08,129.26,0.13,919.88,30.0,Primavera,False,False,False,False,False,4
3280,anderson-hamilton,sur,comercial,2249.0,2024-11-02,706.03,0.16,359.84000000000003,33.0,Otoño,False,False,False,False,False,11
3281,jacobs-jarvis,sur,residencial,2679.0,2024-07-28,484.71,0.17,455.43,62.0,Verano,False,False,False,False,False,7
3282,reyes plc,este,comercial,6121.0,2024-09-02,1410.56,0.24,1469.04,83.0,Otoño,False,False,False,False,False,9
3283,"walker, walton and anderson",centro,comercial,5083.0,2024-05-05,317.38,0.23,1169.09,91.0,Primavera,False,False,False,False,False,5
3284,chavez llc,centro,residencial,4421.0,2024-07-05,396.75,0.15,663.15,34.0,Verano,False,False,False,False,False,7
3285,caldwell ltd,norte,residencial,3818.0,2024-10-09,1130.22,0.11,419.98,62.0,Otoño,False,False,False,False,False,10
3286,"shields, griffin and morrison",centro,residencial,4888.0,2024-09-13,306.43,0.23,1124.24,37.0,Otoño,False,False,False,False,False,9
3287,lopez-taylor,este,comercial,1535.0,2024-08-15,78.31,0.2,307.0,44.0,Verano,False,False,False,False,False,8
3288,"hickman, phillips and walker",oeste,residencial,3756.0,2024-10-03,801.14,0.21,788.76,23.0,Otoño,False,False,False,False,False,10
3289,"carter, frederick and small",sur,comercial,4161.0,2024-06-13,1824.88,0.23,957.03,42.0,Verano,False,False,False,False,False,6
3290,lang-turner,oeste,comercial,7301.0,2024-10-31,1098.98,0.23,1679.23,78.0,Otoño,False,False,False,False,False,10
3291,carrillo ltd,oeste,residencial,5910.0,2024-02-15,1793.37,0.17,1004.7,54.0,Invierno,False,False,False,False,False,2
3292,leon inc,oeste,residencial,5119.0,2024-10-12,516.79,0.23,1177.37,94.0,Otoño,False,False,False,False,False,10
3293,martinez-diaz,norte,comercial,4001.0,2024-06-23,1093.75,0.15,600.15,67.0,Verano,False,False,False,False,False,6
3294,"bridges, price and turner",centro,comercial,2360.0,2024-03-21,601.47,0.17,401.2000000000001,24.0,Primavera,False,False,False,False,False,3
3295,"campbell, oneill and walker",norte,residencial,4237.0,2024-10-24,1328.22,0.22,932.14,48.0,Otoño,False,False,False,False,False,10
3296,"harris, hart and barnett",oeste,residencial,5375.0,2024-03-06,468.79,0.2,1075.0,22.0,Primavera,False,False,False,False,False,3
3297,"owens, chan and brown",oeste,residencial,3754.0,2024-10-21,1313.97,0.23,863.4200000000001,79.0,Otoño,False,False,False,False,False,10
3298,peters-bush,norte,comercial,4267.0,2024-11-01,445.74,0.2,853.4000000000001,38.0,Otoño,False,False,False,False,False,11
3299,andrews-morales,sur,residencial,7436.0,2024-01-29,878.86,0.19,1412.84,60.0,Invierno,False,False,False,False,False,1
3300,"moore, taylor and scott",centro,comercial,3649.0,2024-06-06,1606.49,0.16,583.84,80.0,Verano,False,False,False,False,False,6
3301,mckenzie inc,norte,comercial,2975.0,2024-05-06,1682.43,0.11,327.25,70.0,Primavera,False,False,False,False,False,5
3302,"franklin, becker and williamson",centro,comercial,3853.0,2024-10-31,1225.22,0.18,693.54,20.0,Otoño,False,False,False,False,False,10
3303,morris-taylor,sur,residencial,3766.0,2024-05-15,1453.89,0.11,414.26,49.0,Primavera,False,False,False,False,False,5
3304,"kramer, kelly and bond",oeste,comercial,8190.0,2024-10-16,263.86,0.14,1146.6,94.0,Otoño,False,False,False,False,False,10
3305,"ramirez, lucas and heath",centro,residencial,907.0,2024-03-16,1424.69,0.23,208.61,68.0,Primavera,False,False,False,False,False,3
3306,"palmer, hill and palmer",este,comercial,3291.0,2024-06-10,104.22,0.22,724.02,27.0,Verano,False,False,False,False,False,6
3307,flynn-byrd,sur,comercial,8338.0,2024-03-25,1532.22,0.18,1500.84,39.0,Primavera,False,False,False,False,False,3
3308,thompson ltd,centro,comercial,339.0,2024-09-19,1776.53,0.13,44.07,54.0,Otoño,False,False,False,False,False,9
3309,ortiz-walker,este,residencial,9828.0,2024-09-30,478.56,0.15,1474.2,58.0,Otoño,False,False,False,False,False,9
3310,merritt and sons,este,residencial,7275.0,2024-07-07,1794.11,0.16,1164.0,4.0,Verano,False,False,False,False,False,7
3311,"newman, proctor and lee",sur,comercial,6807.0,2024-02-13,670.86,0.16,1089.12,37.0,Invierno,False,False,False,False,False,2
3312,chavez group,centro,residencial,8184.0,2024-07-01,344.19,0.17,1391.2800000000002,68.0,Verano,False,False,False,False,False,7
3313,adams ltd,oeste,residencial,2417.0,2024-04-02,412.0,0.17,410.89,7.0,Primavera,False,False,False,False,False,4
3314,russell-peters,centro,comercial,2960.0,2024-02-28,1519.29,0.12,355.2,8.0,Invierno,False,False,False,False,False,2
3315,wise ltd,oeste,residencial,832.0,2024-10-16,1130.44,0.24,199.68,95.0,Otoño,False,False,False,False,False,10
3316,jordan plc,sur,residencial,9526.0,2024-01-23,1184.41,0.18,1714.6799999999998,25.0,Invierno,False,False,False,False,False,1
3317,duffy-tucker,este,comercial,5283.0,2024-05-25,1607.44,0.24,1267.9199999999998,43.0,Primavera,False,False,False,False,False,5
3318,murray group,centro,residencial,607.0,2024-04-20,161.81,0.23,139.61,37.0,Primavera,False,False,False,False,False,4
3319,webb plc,este,comercial,7887.0,2024-07-05,1522.73,0.22,1735.14,74.0,Verano,False,False,False,False,False,7
3320,jackson group,sur,residencial,5369.0,2024-10-11,745.33,0.11,590.59,6.0,Otoño,False,False,False,False,False,10
3321,"wilson, morrison and moreno",este,residencial,3881.0,2024-06-05,492.45,0.21,815.01,63.0,Verano,False,False,False,False,False,6
3322,myers plc,sur,comercial,4009.0,2024-09-30,1680.04,0.24,962.16,57.0,Otoño,False,False,False,False,False,9
3323,campbell-johnson,este,comercial,441.0,2024-05-20,1902.75,0.12,52.92,56.0,Primavera,False,False,False,False,False,5
3324,powell-johnston,sur,residencial,7451.0,2024-08-09,234.22,0.1,745.1,38.0,Verano,False,False,False,False,False,8
3325,"hicks, logan and jackson",norte,comercial,1141.0,2024-05-28,1071.83,0.21,239.61,88.0,Primavera,False,False,False,False,False,5
3326,serrano group,este,residencial,8411.0,2024-03-19,1845.15,0.13,1093.43,85.0,Primavera,False,False,False,False,False,3
3327,kim and sons,centro,comercial,7134.0,2024-04-27,85.01,0.24,1712.16,14.0,Primavera,False,False,False,False,False,4
3328,cox-gonzales,oeste,comercial,7980.0,2024-01-01,118.07,0.22,1755.6,47.0,Invierno,False,False,False,False,False,1
3329,jackson-christensen,norte,residencial,8145.0,2024-10-02,508.38,0.13,1058.85,8.0,Otoño,False,False,False,False,False,10
3330,ramos-shields,centro,residencial,9440.0,2024-01-24,717.5,0.15,1416.0,27.0,Invierno,False,False,False,False,False,1
3331,"miller, smith and pearson",sur,comercial,3906.0,2024-05-04,1337.86,0.11,429.66,78.0,Primavera,False,False,False,False,False,5
3332,"meyers, hayes and little",norte,residencial,424.0,2024-07-13,908.1,0.15,63.6,25.0,Verano,False,False,False,False,False,7
3333,torres-wilson,oeste,comercial,9366.0,2024-02-23,1754.83,0.17,1592.22,53.0,Invierno,False,False,False,False,False,2
3334,"camacho, jones and morrison",sur,residencial,3219.0,2024-01-24,1619.31,0.11,354.09,64.0,Invierno,False,False,False,False,False,1
3335,mitchell group,centro,residencial,394.0,2024-04-21,1221.01,0.2,78.80000000000001,20.0,Primavera,False,False,False,False,False,4
3336,shepherd-bailey,centro,residencial,2158.0,2024-02-16,1070.42,0.19,410.02,5.0,Invierno,False,False,False,False,False,2
3337,fuentes-wilkinson,este,comercial,7071.0,2024-06-06,1523.81,0.15,1060.65,46.0,Verano,False,False,False,False,False,6
3338,cook llc,sur,residencial,7413.0,2024-05-02,1227.69,0.15,1111.95,0.0,Primavera,False,False,False,False,False,5
3339,moore-hunt,este,residencial,3518.0,2024-10-02,1684.52,0.25,879.5,56.0,Otoño,False,False,False,False,False,10
3340,wells-mcclain,centro,residencial,956.0,2024-01-20,90.73,0.18,172.07999999999998,7.0,Invierno,False,False,False,False,False,1
3341,peterson group,norte,residencial,455.0,2024-01-10,1682.82,0.21,95.55,87.0,Invierno,False,False,False,False,False,1
3342,"rice, miller and williams",este,comercial,5078.0,2024-03-25,781.15,0.17,863.2600000000001,56.0,Primavera,False,False,False,False,False,3
3343,jacobs-thomas,oeste,comercial,462.0,2024-06-25,1184.73,0.23,106.26,24.0,Verano,False,False,False,False,False,6
3344,goodwin-dyer,sur,comercial,5332.0,2024-05-14,944.43,0.14,746.48,3.0,Primavera,False,False,False,False,False,5
3345,"morgan, williams and hill",norte,residencial,201.0,2024-08-21,554.93,0.19,38.19,87.0,Verano,False,False,False,False,False,8
3346,williams-lopez,este,residencial,671.0,2024-10-26,1697.06,0.12,80.52,86.0,Otoño,False,False,False,False,False,10
3347,"odonnell, aguilar and kane",norte,comercial,5068.0,2024-01-15,1234.37,0.17,861.5600000000001,86.0,Invierno,False,False,False,False,False,1
3348,"guerra, webb and lopez",norte,residencial,2029.0,2024-03-09,1727.63,0.1,202.9,64.0,Primavera,False,False,False,False,False,3
3349,gilbert-madden,sur,residencial,9051.0,2024-02-19,196.2,0.14,1267.14,28.0,Invierno,False,False,False,False,False,2
3350,hodges group,norte,comercial,1367.0,2024-05-29,195.29,0.22,300.74,56.0,Primavera,False,False,False,False,False,5
3351,"bowen, thompson and wheeler",norte,residencial,1692.0,2024-02-29,436.92,0.2,338.40000000000003,7.0,Invierno,False,False,False,False,False,2
3352,mcknight inc,oeste,comercial,2755.0,2024-03-11,1899.06,0.14,385.7000000000001,88.0,Primavera,False,False,False,False,False,3
3353,webster and sons,oeste,comercial,6729.0,2024-10-28,743.87,0.25,1682.25,34.0,Otoño,False,False,False,False,False,10
3354,benson inc,sur,comercial,3594.0,2024-02-07,529.61,0.12,431.28,21.0,Invierno,False,False,False,False,False,2
3355,franklin and sons,norte,residencial,8486.0,2024-01-27,1808.27,0.21,1782.06,16.0,Invierno,False,False,False,False,False,1
3356,williams llc,este,residencial,6437.0,2024-11-01,387.02,0.19,1223.03,8.0,Otoño,False,False,False,False,False,11
3357,"jackson, sims and bennett",centro,residencial,9747.0,2024-09-25,525.6,0.24,2339.28,2.0,Otoño,False,False,False,False,False,9
3358,"scott, coleman and elliott",centro,comercial,1210.0,2024-04-29,678.02,0.23,278.3,34.0,Primavera,False,False,False,False,False,4
3359,cox and sons,sur,residencial,259.0,2024-10-26,460.46,0.16,41.44,62.0,Otoño,False,False,False,False,False,10
3360,johnson inc,sur,comercial,8453.0,2024-01-26,1242.14,0.15,1267.95,97.0,Invierno,False,False,False,False,False,1
3361,johnson-evans,sur,comercial,3507.0,2024-07-06,1240.19,0.2,701.4000000000001,75.0,Verano,False,False,False,False,False,7
3362,green-scott,centro,comercial,1764.0,2024-11-08,893.34,0.24,423.36,89.0,Otoño,False,False,False,False,False,11
3363,"graham, nichols and petty",norte,residencial,7281.0,2024-05-27,1171.41,0.14,1019.34,39.0,Primavera,False,False,False,False,False,5
3364,bullock ltd,este,comercial,5235.0,2024-03-26,1068.49,0.19,994.65,86.0,Primavera,False,False,False,False,False,3
3365,"smith, wilcox and white",oeste,comercial,5375.0,2024-09-20,126.89,0.1,537.5,33.0,Otoño,False,False,False,False,False,9
3366,delgado llc,centro,residencial,4035.0,2024-03-13,1620.97,0.25,1008.75,24.0,Primavera,False,False,False,False,False,3
3367,taylor and sons,sur,comercial,5823.0,2024-05-07,1509.81,0.19,1106.37,95.0,Primavera,False,False,False,False,False,5
3368,adams inc,centro,residencial,2248.0,2024-10-02,852.07,0.24,539.52,86.0,Otoño,False,False,False,False,False,10
3369,"rocha, navarro and joseph",norte,comercial,6003.0,2024-03-27,213.46,0.16,960.48,88.0,Primavera,False,False,False,False,False,3
3370,salazar-price,sur,comercial,4082.0,2024-02-21,1800.56,0.25,1020.5,14.0,Invierno,False,False,False,False,False,2
3371,morris-morales,centro,comercial,8659.0,2024-07-13,701.81,0.17,1472.0300000000002,88.0,Verano,False,False,False,False,False,7
3372,murphy-reed,norte,residencial,9453.0,2024-01-21,1205.13,0.11,1039.83,85.0,Invierno,False,False,False,False,False,1
3373,silva-wilson,este,comercial,6060.0,2024-10-27,1822.84,0.16,969.6,12.0,Otoño,False,False,False,False,False,10
3374,peters and sons,oeste,comercial,1060.0,2024-08-05,214.14,0.22,233.2,91.0,Verano,False,False,False,False,False,8
3375,"hall, herrera and bailey",oeste,comercial,6154.0,2024-01-07,1798.32,0.17,1046.18,27.0,Invierno,False,False,False,False,False,1
3376,hawkins llc,centro,residencial,2242.0,2024-10-06,680.96,0.2,448.4,40.0,Otoño,False,False,False,False,False,10
3377,"daniel, martin and kelly",este,residencial,1308.0,2024-03-10,152.01,0.18,235.44,92.0,Primavera,False,False,False,False,False,3
3378,"salinas, anderson and garcia",oeste,comercial,4197.0,2024-03-26,1572.5,0.2,839.4000000000001,88.0,Primavera,False,False,False,False,False,3
3379,"johnson, ware and pineda",oeste,residencial,9223.0,2024-07-23,1246.99,0.15,1383.45,55.0,Verano,False,False,False,False,False,7
3380,bauer-jones,norte,comercial,2750.0,2024-06-18,1577.5,0.13,357.5,99.0,Verano,False,False,False,False,False,6
3381,terrell inc,centro,comercial,579.0,2024-02-07,196.18,0.25,144.75,46.0,Invierno,False,False,False,False,False,2
3382,jackson plc,norte,comercial,9819.0,2024-09-22,870.23,0.21,2061.99,69.0,Otoño,False,False,False,False,False,9
3383,bridges and sons,norte,residencial,2544.0,2024-03-03,1593.73,0.23,585.12,78.0,Primavera,False,False,False,False,False,3
3384,"barnes, murray and moore",centro,residencial,9838.0,2024-09-25,494.29,0.2,1967.6,44.0,Otoño,False,False,False,False,False,9
3385,knox inc,centro,comercial,5352.0,2024-06-15,653.14,0.23,1230.96,44.0,Verano,False,False,False,False,False,6
3386,"rodriguez, hoffman and stone",norte,residencial,6972.0,2024-04-07,102.27,0.13,906.36,28.0,Primavera,False,False,False,False,False,4
3387,"davis, mullins and norton",centro,comercial,158.0,2024-04-13,115.15,0.22,34.76,46.0,Primavera,False,False,False,False,False,4
3388,caldwell-ramsey,centro,residencial,3968.0,2024-09-14,1075.23,0.14,555.5200000000001,54.0,Otoño,False,False,False,False,False,9
3389,"matthews, green and schneider",norte,comercial,1460.0,2024-01-31,689.17,0.2,292.0,67.0,Invierno,False,False,False,False,False,1
3390,"woods, davis and chaney",sur,residencial,2390.0,2024-10-07,982.37,0.21,501.9,88.0,Otoño,False,False,False,False,False,10
3391,bryant-ware,oeste,residencial,3174.0,2024-03-17,524.99,0.11,349.14,36.0,Primavera,False,False,False,False,False,3
3392,roberts ltd,este,comercial,3070.0,2024-02-17,592.94,0.25,767.5,30.0,Invierno,False,False,False,False,False,2
3393,"rangel, watkins and jensen",oeste,comercial,5108.0,2024-09-04,1812.64,0.13,664.0400000000001,9.0,Otoño,False,False,False,False,False,9
3394,"hensley, bartlett and brown",sur,comercial,4183.0,2024-05-15,234.08,0.2,836.6,42.0,Primavera,False,False,False,False,False,5
3395,bennett-burke,este,residencial,228.0,2024-06-23,1588.85,0.17,38.760000000000005,58.0,Verano,False,False,False,False,False,6
3396,"barnett, meadows and williams",sur,residencial,140.0,2024-04-08,120.96,0.1,14.0,53.0,Primavera,False,False,False,False,False,4
3397,ross-russell,centro,residencial,7166.0,2024-03-30,1803.73,0.13,931.58,1.0,Primavera,False,False,False,False,False,3
3398,garcia inc,norte,residencial,5455.0,2024-06-20,1938.55,0.19,1036.45,56.0,Verano,False,False,False,False,False,6
3399,pittman-huff,este,residencial,6527.0,2024-06-13,1142.32,0.13,848.51,11.0,Verano,False,False,False,False,False,6
3400,powers ltd,oeste,comercial,9134.0,2024-07-25,441.83,0.15,1370.1,99.0,Verano,False,False,False,False,False,7
3401,lopez-bryant,centro,residencial,5166.0,2024-02-06,451.87,0.11,568.26,95.0,Invierno,False,False,False,False,False,2
